_source_id,ID,Fecha,Ubicación,Provincia,País,Ciudad,Lugar,Título,Num. ponentes,Num. asistentes,Num. registrados,Link,Tipología,Tecnología,Ámbito,Sector,En colaboración,Partner
72837,72837,19-03-2026,nacional,Madrid,,Madrid,Centro para el Desarrollo Tecnológico y la Innovación (CDTI),Informe de inversión en Deep Tech,12,80,119,https://www.secpho.org/agenda/informe_inversion_deeptech/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,CDTI
72729,72729,12-03-2026,nacional,Madrid,,Madrid,Centro para el Desarrollo Tecnológico y la Innovación (CDTI),Catálogo SECPHO 2026,6,86,127,https://www.secpho.org/agenda/catalogo-secpho-2026-2/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,CDTI
72438,72438,05-03-2026,online,,,,,Tech Meeting |  Innovación para el futuro de la salud visual,1,9,23,https://www.secpho.org/agenda/salud-visual/,['Tech Meeting'],"['IoT', 'Sensórica avanzada']",['Salud y bienestar'],['Salud'],False,
72454,72454,26-02-2026,online,,,,,Innovation Workshop | Retos tecnológicos en infraestructuras de transporte,0,19,25,https://www.secpho.org/agenda/workshop-retos-aleatica/,['Innovation Workshop'],"['Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Sensórica avanzada']",['Movilidad inteligente'],['Construcción'],True,Aleatica
67471,67471,24-02-2026,online,,,,,Market Focus | Agricultura 5.0: IA y fotónica para una agroalimentación sostenible,7,70,117,https://www.secpho.org/agenda/market-focus-agroalimentacion-sostenible/,['Market Focus'],"['Inteligencia Artificial y datos', 'IoT', 'Sensórica avanzada', 'Tecnologías Cuánticas']","['Agricultura, bosques y océanos']",['Agroalimentación'],True,
72882,72882,23-02-2026,nacional,Valencia,,Valencia,Universitat Politècnica de València,9th Photonic Integration Week | Valencia,0,0,,https://www.secpho.org/agenda/piw26/,"['Networking', 'Recomendamos']",['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,Photonics Research Labs
72884,72884,17-02-2026,nacional,Málaga,,Málaga,NH Hotel Málaga,Small Satellites &#038; Services International Forum | Málaga,0,0,,https://www.secpho.org/agenda/sssif-2026/,"['Networking', 'Recomendamos']","['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']","['New Space, defensa y seguridad']",['Espacio'],False,
73030,73030,13-02-2026,online,,,,,Tech Meeting | Zafiro y diamante para aplicaciones en deep tech,3,25,19,https://www.secpho.org/agenda/zafiro-diamante/,['Tech Meeting'],['Materiales Avanzados'],['Industria 4.0'],['Fabricación industrial'],True,Nanoker
72387,72387,06-02-2026,online,,,,,"Diseñar, construir y escalar deep tech | Best Practices &#8211; Sesión #1",3,54,61,https://www.secpho.org/agenda/bestpractices-7-1/,['Best Practices'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,Stimulo
67478,67478,29-01-2026,online,,,,,Tech Meeting | Imagen médica e IA aplicada al diagnóstico de cáncer,,36,68,https://www.secpho.org/agenda/diagnostico-cancer/,['Tech Meeting'],"['IoT', 'Sensórica avanzada']",['Salud y bienestar'],['Salud'],False,
72115,72115,09-01-2026,online,,,,,ESADE x SECPHO: Tech Talent Fellowships | Sesión informativa,1,19,28,https://www.secpho.org/agenda/esade-techtalent-fellowships/,['Talent Point'],['Todas'],['Gestión de la innovación'],['Todos'],True,ESADE
67793,67793,25-11-2025,nacional,Madrid,,Madrid,"UDIT, Edificio Alcalá 506",SECPHO SUMMIT 2025 | Science to Market,27,128,158,https://www.secpho.org/agenda/secphosummit-2025-2/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,UDIT
67584,67584,28-10-2025,online,,,,,Market Focus | Monitorización de activos en entornos remotos,8,44,47,https://www.secpho.org/agenda/market-focus-activos-remotos/,['Market Focus'],"['IoT', 'Sensórica avanzada']",['Energía limpia y eficiente'],"['Ferroviario', 'Sector energético']",True,
68400,68400,07-10-2025,nacional,Málaga,,Málaga,Palacio de Congresos y Exposiciones de Málaga,Global Photonics Economic Forum | Málaga,0,0,,https://www.secpho.org/agenda/global-photonics-economic-forum-2025/,['Networking'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,secpho
65334,65334,02-10-2025,nacional,,,Barcelona,IMB-CNM,Hablemos de Chips #2 | Aplicaciones en la industria (Visita al IMB-CNM),11,53,58,https://www.secpho.org/agenda/imb-cnm/,['Networking'],['Todas'],"['Energía limpia y eficiente', 'New Space, defensa y seguridad', 'Salud y bienestar']",['Todos'],True,IMB-CNM
66414,66414,26-09-2025,online,,,,,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 3,3,15,41,https://www.secpho.org/agenda/programa-asesoramiento-3/,['Best Practices'],['Evento no tecnológico'],['Gestión de la innovación'],['Todos'],True,"Elion IP, Delvy, Ponti&Partners"
69584,69584,25-09-2025,online,,,,,Sistema de visión láser para robot quirúrgico,3,24,37,https://www.secpho.org/agenda/aei-vilaroq/,['Enfocando la innovación'],['Sistemas láser'],['Salud y bienestar'],['Salud'],False,
64449,64449,17-09-2025,nacional,Barcelona,,Barcelona,,Tech Safari | Misión inversa de OptecBB a Cataluña,,23,28,https://www.secpho.org/agenda/tech-safari-optecbbb/,['International'],['Fotónica'],['Gestión de la innovación'],['Todos'],True,OptecBB
67226,67226,09-07-2025,online,,,,,Market Focus | Energía inteligente: Smart grids y almacenamiento con Deep Tech,8,32,41,https://www.secpho.org/agenda/market-focus-energia-inteligente/,['Market Focus'],"['Robótica y Drones', 'Sensórica avanzada']",['Energía limpia y eficiente'],['Sector energético'],True,
65674,65674,02-07-2025,nacional,Barcelona,,Terrassa,"Centro de Desarrollo de Sensores, Instrumentación y Sistemas (CD6)",OPTOEL 2025 | XIV REUNIÓN ESPAÑOLA DE OPTOELECTRÓNICA,,,,https://www.secpho.org/agenda/optoel-25/,['Networking'],"['Fotónica', 'Sensórica avanzada']",['Industria 4.0'],['Todos'],True,CD6
67787,67787,27-06-2025,online,,,,,Sensor solar digitalizado para satélites,6,26,39,https://www.secpho.org/agenda/aei-digisolar/,['Enfocando la innovación'],['Sensórica avanzada'],"['New Space, defensa y seguridad']",['Espacio'],True,Andalucia Aerospace
67784,67784,25-06-2025,internacional,,Alemania,Munich,Trade fair center messe münchen,Innovation Workshops on Functional Surfaces | Munich,4,19,14,https://www.secpho.org/agenda/workshops-bilasurf-2025-webesp/,['Networking'],['Sistemas láser'],['Energía limpia y eficiente'],['Aeronáutica'],True,
63898,63898,24-06-2025,internacional,,Alemania,Munich,Trade fair center messe münchen,Laser World of Photonics | Múnich,,,,https://www.secpho.org/agenda/laser-world-of-photonics-2025/,['Networking'],['Sistemas láser'],['Energía limpia y eficiente'],['Aeronáutica'],True,
66640,66640,11-06-2025,online,,,,,Tech Meeting | Quimiometría y Modelización computacional de procesos químicos,1,13,20,https://www.secpho.org/agenda/quimiometria-modelizacion/,['Tech Meeting'],['Biotecnología'],['Salud y bienestar'],['Industria química'],True,Lubrizol
66409,66409,30-05-2025,online,,,,,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 2,3,15,30,https://www.secpho.org/agenda/programa-asesoramiento-2/,['Best Practices'],['Evento no tecnológico'],['Gestión de la innovación'],['Todos'],True,"Elion IP, Delvy, Ponti&Partners"
66150,66150,28-05-2025,online,,,,,MANTRA: Conecta tu tecnología con la industria,,130,46,https://www.secpho.org/agenda/mantra-socios/,['Enfocando la innovación'],['Evento no tecnológico'],['Gestión de la innovación'],['Todos'],True,
66859,66859,07-05-2025,online,,,,,Programas ACTIVA de EOI | Asesoramiento 100% subvencionado para pymes,,5,8,https://www.secpho.org/agenda/eoi-activa/,['Enfocando la innovación'],['Evento no tecnológico'],['Gestión de la innovación'],['Todos'],True,EOI
60164,60164,29-04-2025,online,,,,,Market Focus | Robótica de servicio: Innovación al servicio de la sociedad,10,54,94,https://www.secpho.org/agenda/market-focus-robotica-servicio/,['Market Focus'],['Robótica y Drones'],"['Agricultura, bosques y océanos']",['Todos'],True,
65098,65098,25-04-2025,online,,,,,Innovación en la fabricación de chips con láser de femtosegundos,2,32,41,https://www.secpho.org/agenda/techmeeting-chips/,['Tech Meeting'],['Microelectrónica y Semiconductores'],['Industria 4.0'],['Todos'],True,CEIT
66324,66324,11-04-2025,online,,,,,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 1,3,16,34,https://www.secpho.org/agenda/programa-asesoramiento-1-2/,['Best Practices'],['Evento no tecnológico'],['Gestión de la innovación'],['Todos'],True,"Elion IP, Delvy, Ponti&Partners"
65084,65084,27-03-2025,online,,,,,Tech Meeting | Gemelos digitales como motor de transformación tecnológica,0,21,25,https://www.secpho.org/agenda/techmeetings-gemelos-digitales-2/,['Tech Meeting'],['AR/VR'],"['Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Agroalimentación', 'Construcción']",False,
65037,65037,11-03-2025,online,,,,,Market Focus | Payloads y Deep Tech para pequeños satélites,8,53,65,https://www.secpho.org/agenda/payloads-deep-tech/,['Market Focus'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser', 'Tecnologías Cuánticas']","['New Space, defensa y seguridad']",['Espacio'],False,
65676,65676,03-03-2025,nacional,Valencia,,Valencia,Universitat Politècnica de València,8th Photonic Integration Week | Valencia,0,0,,https://www.secpho.org/agenda/piw25/,['Networking'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
65068,65068,18-02-2025,nacional,Málaga,,Málaga,NH Hotel Málaga,Small Satellites &#038; Services International Forum | Málaga,0,0,,https://www.secpho.org/agenda/sssif-2025/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas de Comunicación y Transmisión de Datos', 'Sistemas láser']","['New Space, defensa y seguridad']",['Espacio'],False,
65295,65295,14-02-2025,online,,,,,Presentación y tutorial del nuevo Portal de Ayudas,0,28,36,https://www.secpho.org/agenda/fandit-socios/,['Recomendamos'],['Evento no tecnológico'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
65292,65292,05-02-2025,nacional,Gipuzkoa,,San Sebastián,Sidrería Alorrenea,Tech&#038;Sidra | Donosti Networking Dinner,0,12,16,https://www.secpho.org/agenda/cena-donosti-25/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
60897,60897,31-01-2025,online,,,,,Tesorería estratégica | Best Practices,3,33,38,https://www.secpho.org/agenda/bestpractices-6/,['Best Practices'],['Evento no tecnológico'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
64285,64285,26-01-2025,internacional,,,San Francisco,Feria SPIE Photonics West 2025,Photonics West Networking Dinner 2025,0,13,9,https://www.secpho.org/agenda/photonicswest-2025/,['Networking'],['Fotónica'],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
63515,63515,15-01-2025,nacional,Barcelona,,Barcelona,CCIB - Centro de Convenciones Internacionales de Barcelona,VII Congreso Nacional de Industria,0,0,,https://www.secpho.org/agenda/congreso-industria-nacional/,['Recomendamos'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']",['Industria 4.0'],"['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
64581,64581,18-12-2024,online,,,,,VI Secpho Investor&#8217;s Forum,18,40,,https://www.secpho.org/agenda/vi-pitching-session-koonstel/,"[""Investors' Forum""]","['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser', 'Tecnologías Cuánticas']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,No
60029,60029,13-12-2024,online,,,,,Deep Tech Talent | Best Practices,4,20,,https://www.secpho.org/agenda/bestpractices-4/,['Best Practices'],[],"['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",True,UDIT
59349,59349,28-11-2024,nacional,Bizkaia,,Bilbao,Etxekobe,SECPHO ON TOUR 15 años | XV Reunión Anual,0,46,,https://www.secpho.org/agenda/secphotour15-bilbao/,['Networking'],"['AR/VR', 'Biotecnología', 'Blockchain', 'Ciberseguridad y Cloud Computing', 'Fabricación Aditiva', 'Fotónica', 'Iluminación avanzada', 'Inteligencia Artificial y datos', 'IoT', 'Materiales Avanzados', 'Microelectrónica y Semiconductores', 'Robótica y Drones', 'Sensórica avanzada', 'Sistemas láser']","['Acción climática y medio ambiente', 'Agricultura, bosques y océanos', 'Energía limpia y eficiente', 'Industria 4.0', 'Movilidad inteligente', 'New Space, defensa y seguridad', 'Salud y bienestar', 'Seguridad alimentaria', 'Smart cities']","['Aeronáutica', 'Agroalimentación', 'Automoción', 'Construcción', 'Cosmética y Estética', 'Defensa', 'Espacio', 'Fabricación industrial', 'Ferroviario', 'Industria química', 'Logística', 'Materias primas', 'Medioambiente', 'Naval', 'Patrimonio Cultural', 'Salud', 'Sector energético', 'Sector farmacéutico', 'Seguridad', 'Telecomunicaciones', 'Turismo']",False,
64022,64022,26-11-2024,online,,,,,Espectroscopía y Economía Circular: Innovaciones en la caracterización y separación de residuos,2,25,,https://www.secpho.org/agenda/lenz-residuos-espectroscopia/,['Enfocando la innovación'],['Fotónica'],['Acción climática y medio ambiente'],['Medioambiente'],True,Lenz Instruments
