event_id,event_date,title,location_type,province,country,city,place,link,typology,technologies,ambitos,sectors,in_collaboration,partner,num_speakers,num_attendees,num_registered,event_text
72837,19-03-2026,Informe de inversión en Deep Tech,nacional,Madrid,,Madrid,Centro para el Desarrollo Tecnológico y la Innovación (CDTI),https://www.secpho.org/agenda/informe_inversion_deeptech/,Networking,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,CDTI,12.0,80.0,119.0,"Informe de inversión en Deep Tech. Networking. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Madrid. Madrid. CDTI"
72729,12-03-2026,Catálogo SECPHO 2026,nacional,Madrid,,Madrid,Centro para el Desarrollo Tecnológico y la Innovación (CDTI),https://www.secpho.org/agenda/catalogo-secpho-2026-2/,Networking,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,CDTI,6.0,86.0,127.0,"Catálogo SECPHO 2026. Networking. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Madrid. Madrid. CDTI"
72438,05-03-2026,Tech Meeting |  Innovación para el futuro de la salud visual,online,,,,,https://www.secpho.org/agenda/salud-visual/,Tech Meeting,IoT | Sensórica avanzada,Salud y bienestar,Salud,False,,1.0,9.0,23.0,Tech Meeting |  Innovación para el futuro de la salud visual. Tech Meeting. IoT | Sensórica avanzada. Salud y bienestar. Salud. online
72454,26-02-2026,Innovation Workshop | Retos tecnológicos en infraestructuras de transporte,online,,,,,https://www.secpho.org/agenda/workshop-retos-aleatica/,Innovation Workshop,Inteligencia Artificial y datos | IoT | Materiales Avanzados | Sensórica avanzada,Movilidad inteligente,Construcción,True,Aleatica,0.0,19.0,25.0,Innovation Workshop | Retos tecnológicos en infraestructuras de transporte. Innovation Workshop. Inteligencia Artificial y datos | IoT | Materiales Avanzados | Sensórica avanzada. Movilidad inteligente. Construcción. online. Aleatica
67471,24-02-2026,Market Focus | Agricultura 5.0: IA y fotónica para una agroalimentación sostenible,online,,,,,https://www.secpho.org/agenda/market-focus-agroalimentacion-sostenible/,Market Focus,Inteligencia Artificial y datos | IoT | Sensórica avanzada | Tecnologías Cuánticas,"Agricultura, bosques y océanos",Agroalimentación,True,,7.0,70.0,117.0,"Market Focus | Agricultura 5.0: IA y fotónica para una agroalimentación sostenible. Market Focus. Inteligencia Artificial y datos | IoT | Sensórica avanzada | Tecnologías Cuánticas. Agricultura, bosques y océanos. Agroalimentación. online"
72882,23-02-2026,9th Photonic Integration Week | Valencia,nacional,Valencia,,Valencia,Universitat Politècnica de València,https://www.secpho.org/agenda/piw26/,Networking | Recomendamos,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,Photonics Research Labs,0.0,0.0,,"9th Photonic Integration Week | Valencia. Networking | Recomendamos. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Valencia. Valencia. Photonics Research Labs"
72884,17-02-2026,Small Satellites &#038; Services International Forum | Málaga,nacional,Málaga,,Málaga,NH Hotel Málaga,https://www.secpho.org/agenda/sssif-2026/,Networking | Recomendamos,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser,"New Space, defensa y seguridad",Espacio,False,,0.0,0.0,,"Small Satellites &#038; Services International Forum | Málaga. Networking | Recomendamos. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas de Comunicación y Transmisión de Datos | Sistemas láser. New Space, defensa y seguridad. Espacio. nacional. Málaga. Málaga"
73030,13-02-2026,Tech Meeting | Zafiro y diamante para aplicaciones en deep tech,online,,,,,https://www.secpho.org/agenda/zafiro-diamante/,Tech Meeting,Materiales Avanzados,Industria 4.0,Fabricación industrial,True,Nanoker,3.0,25.0,19.0,Tech Meeting | Zafiro y diamante para aplicaciones en deep tech. Tech Meeting. Materiales Avanzados. Industria 4.0. Fabricación industrial. online. Nanoker
72387,06-02-2026,"Diseñar, construir y escalar deep tech | Best Practices &#8211; Sesión #1",online,,,,,https://www.secpho.org/agenda/bestpractices-7-1/,Best Practices,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,Stimulo,3.0,54.0,61.0,"Diseñar, construir y escalar deep tech | Best Practices &#8211; Sesión #1. Best Practices. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. online. Stimulo"
67478,29-01-2026,Tech Meeting | Imagen médica e IA aplicada al diagnóstico de cáncer,online,,,,,https://www.secpho.org/agenda/diagnostico-cancer/,Tech Meeting,IoT | Sensórica avanzada,Salud y bienestar,Salud,False,,,36.0,68.0,Tech Meeting | Imagen médica e IA aplicada al diagnóstico de cáncer. Tech Meeting. IoT | Sensórica avanzada. Salud y bienestar. Salud. online
72115,09-01-2026,ESADE x SECPHO: Tech Talent Fellowships | Sesión informativa,online,,,,,https://www.secpho.org/agenda/esade-techtalent-fellowships/,Talent Point,Todas,Gestión de la innovación,Todos,True,ESADE,1.0,19.0,28.0,ESADE x SECPHO: Tech Talent Fellowships | Sesión informativa. Talent Point. Todas. Gestión de la innovación. Todos. online. ESADE
67793,25-11-2025,SECPHO SUMMIT 2025 | Science to Market,nacional,Madrid,,Madrid,"UDIT, Edificio Alcalá 506",https://www.secpho.org/agenda/secphosummit-2025-2/,Networking,AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,UDIT,27.0,128.0,158.0,"SECPHO SUMMIT 2025 | Science to Market. Networking. AR/VR | Biotecnología | Blockchain | Ciberseguridad y Cloud Computing | Fabricación Aditiva | Fotónica | Iluminación avanzada | Inteligencia Artificial y datos | IoT | Materiales Avanzados | Microelectrónica y Semiconductores | Robótica y Drones | Sensórica avanzada | Sistemas láser. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Madrid. Madrid. UDIT"
67584,28-10-2025,Market Focus | Monitorización de activos en entornos remotos,online,,,,,https://www.secpho.org/agenda/market-focus-activos-remotos/,Market Focus,IoT | Sensórica avanzada,Energía limpia y eficiente,Ferroviario | Sector energético,True,,8.0,44.0,47.0,Market Focus | Monitorización de activos en entornos remotos. Market Focus. IoT | Sensórica avanzada. Energía limpia y eficiente. Ferroviario | Sector energético. online
68400,07-10-2025,Global Photonics Economic Forum | Málaga,nacional,Málaga,,Málaga,Palacio de Congresos y Exposiciones de Málaga,https://www.secpho.org/agenda/global-photonics-economic-forum-2025/,Networking,Fotónica,"Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities",Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo,True,secpho,0.0,0.0,,"Global Photonics Economic Forum | Málaga. Networking. Fotónica. Acción climática y medio ambiente | Agricultura, bosques y océanos | Energía limpia y eficiente | Industria 4.0 | Movilidad inteligente | New Space, defensa y seguridad | Salud y bienestar | Seguridad alimentaria | Smart cities. Aeronáutica | Agroalimentación | Automoción | Construcción | Cosmética y Estética | Defensa | Espacio | Fabricación industrial | Ferroviario | Industria química | Logística | Materias primas | Medioambiente | Naval | Patrimonio Cultural | Salud | Sector energético | Sector farmacéutico | Seguridad | Telecomunicaciones | Turismo. nacional. Málaga. Málaga. secpho"
65334,02-10-2025,Hablemos de Chips #2 | Aplicaciones en la industria (Visita al IMB-CNM),nacional,,,Barcelona,IMB-CNM,https://www.secpho.org/agenda/imb-cnm/,Networking,Todas,"Energía limpia y eficiente | New Space, defensa y seguridad | Salud y bienestar",Todos,True,IMB-CNM,11.0,53.0,58.0,"Hablemos de Chips #2 | Aplicaciones en la industria (Visita al IMB-CNM). Networking. Todas. Energía limpia y eficiente | New Space, defensa y seguridad | Salud y bienestar. Todos. nacional. Barcelona. IMB-CNM"
66414,26-09-2025,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 3,online,,,,,https://www.secpho.org/agenda/programa-asesoramiento-3/,Best Practices,Evento no tecnológico,Gestión de la innovación,Todos,True,"Elion IP, Delvy, Ponti&Partners",3.0,15.0,41.0,"Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 3. Best Practices. Evento no tecnológico. Gestión de la innovación. Todos. online. Elion IP, Delvy, Ponti&Partners"
69584,25-09-2025,Sistema de visión láser para robot quirúrgico,online,,,,,https://www.secpho.org/agenda/aei-vilaroq/,Enfocando la innovación,Sistemas láser,Salud y bienestar,Salud,False,,3.0,24.0,37.0,Sistema de visión láser para robot quirúrgico. Enfocando la innovación. Sistemas láser. Salud y bienestar. Salud. online
64449,17-09-2025,Tech Safari | Misión inversa de OptecBB a Cataluña,nacional,Barcelona,,Barcelona,,https://www.secpho.org/agenda/tech-safari-optecbbb/,International,Fotónica,Gestión de la innovación,Todos,True,OptecBB,,23.0,28.0,Tech Safari | Misión inversa de OptecBB a Cataluña. International. Fotónica. Gestión de la innovación. Todos. nacional. Barcelona. Barcelona. OptecBB
67226,09-07-2025,Market Focus | Energía inteligente: Smart grids y almacenamiento con Deep Tech,online,,,,,https://www.secpho.org/agenda/market-focus-energia-inteligente/,Market Focus,Robótica y Drones | Sensórica avanzada,Energía limpia y eficiente,Sector energético,True,,8.0,32.0,41.0,Market Focus | Energía inteligente: Smart grids y almacenamiento con Deep Tech. Market Focus. Robótica y Drones | Sensórica avanzada. Energía limpia y eficiente. Sector energético. online
65674,02-07-2025,OPTOEL 2025 | XIV REUNIÓN ESPAÑOLA DE OPTOELECTRÓNICA,nacional,Barcelona,,Terrassa,"Centro de Desarrollo de Sensores, Instrumentación y Sistemas (CD6)",https://www.secpho.org/agenda/optoel-25/,Networking,Fotónica | Sensórica avanzada,Industria 4.0,Todos,True,CD6,,,,OPTOEL 2025 | XIV REUNIÓN ESPAÑOLA DE OPTOELECTRÓNICA. Networking. Fotónica | Sensórica avanzada. Industria 4.0. Todos. nacional. Barcelona. Terrassa. CD6
67787,27-06-2025,Sensor solar digitalizado para satélites,online,,,,,https://www.secpho.org/agenda/aei-digisolar/,Enfocando la innovación,Sensórica avanzada,"New Space, defensa y seguridad",Espacio,True,Andalucia Aerospace,6.0,26.0,39.0,"Sensor solar digitalizado para satélites. Enfocando la innovación. Sensórica avanzada. New Space, defensa y seguridad. Espacio. online. Andalucia Aerospace"
67784,25-06-2025,Innovation Workshops on Functional Surfaces | Munich,internacional,,Alemania,Munich,Trade fair center messe münchen,https://www.secpho.org/agenda/workshops-bilasurf-2025-webesp/,Networking,Sistemas láser,Energía limpia y eficiente,Aeronáutica,True,,4.0,19.0,14.0,Innovation Workshops on Functional Surfaces | Munich. Networking. Sistemas láser. Energía limpia y eficiente. Aeronáutica. internacional. Munich
63898,24-06-2025,Laser World of Photonics | Múnich,internacional,,Alemania,Munich,Trade fair center messe münchen,https://www.secpho.org/agenda/laser-world-of-photonics-2025/,Networking,Sistemas láser,Energía limpia y eficiente,Aeronáutica,True,,,,,Laser World of Photonics | Múnich. Networking. Sistemas láser. Energía limpia y eficiente. Aeronáutica. internacional. Munich
66640,11-06-2025,Tech Meeting | Quimiometría y Modelización computacional de procesos químicos,online,,,,,https://www.secpho.org/agenda/quimiometria-modelizacion/,Tech Meeting,Biotecnología,Salud y bienestar,Industria química,True,Lubrizol,1.0,13.0,20.0,Tech Meeting | Quimiometría y Modelización computacional de procesos químicos. Tech Meeting. Biotecnología. Salud y bienestar. Industria química. online. Lubrizol
66409,30-05-2025,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 2,online,,,,,https://www.secpho.org/agenda/programa-asesoramiento-2/,Best Practices,Evento no tecnológico,Gestión de la innovación,Todos,True,"Elion IP, Delvy, Ponti&Partners",3.0,15.0,30.0,"Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 2. Best Practices. Evento no tecnológico. Gestión de la innovación. Todos. online. Elion IP, Delvy, Ponti&Partners"
66150,28-05-2025,MANTRA: Conecta tu tecnología con la industria,online,,,,,https://www.secpho.org/agenda/mantra-socios/,Enfocando la innovación,Evento no tecnológico,Gestión de la innovación,Todos,True,,,130.0,46.0,MANTRA: Conecta tu tecnología con la industria. Enfocando la innovación. Evento no tecnológico. Gestión de la innovación. Todos. online
66859,07-05-2025,Programas ACTIVA de EOI | Asesoramiento 100% subvencionado para pymes,online,,,,,https://www.secpho.org/agenda/eoi-activa/,Enfocando la innovación,Evento no tecnológico,Gestión de la innovación,Todos,True,EOI,,5.0,8.0,Programas ACTIVA de EOI | Asesoramiento 100% subvencionado para pymes. Enfocando la innovación. Evento no tecnológico. Gestión de la innovación. Todos. online. EOI
60164,29-04-2025,Market Focus | Robótica de servicio: Innovación al servicio de la sociedad,online,,,,,https://www.secpho.org/agenda/market-focus-robotica-servicio/,Market Focus,Robótica y Drones,"Agricultura, bosques y océanos",Todos,True,,10.0,54.0,94.0,"Market Focus | Robótica de servicio: Innovación al servicio de la sociedad. Market Focus. Robótica y Drones. Agricultura, bosques y océanos. Todos. online"
65098,25-04-2025,Innovación en la fabricación de chips con láser de femtosegundos,online,,,,,https://www.secpho.org/agenda/techmeeting-chips/,Tech Meeting,Microelectrónica y Semiconductores,Industria 4.0,Todos,True,CEIT,2.0,32.0,41.0,Innovación en la fabricación de chips con láser de femtosegundos. Tech Meeting. Microelectrónica y Semiconductores. Industria 4.0. Todos. online. CEIT
66324,11-04-2025,Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 1,online,,,,,https://www.secpho.org/agenda/programa-asesoramiento-1-2/,Best Practices,Evento no tecnológico,Gestión de la innovación,Todos,True,"Elion IP, Delvy, Ponti&Partners",3.0,16.0,34.0,"Programa de Asesoramiento en Protección de la Innovación y Crecimiento en Deep Tech | Sesión 1. Best Practices. Evento no tecnológico. Gestión de la innovación. Todos. online. Elion IP, Delvy, Ponti&Partners"
65084,27-03-2025,Tech Meeting | Gemelos digitales como motor de transformación tecnológica,online,,,,,https://www.secpho.org/agenda/techmeetings-gemelos-digitales-2/,Tech Meeting,AR/VR,Salud y bienestar | Seguridad alimentaria | Smart cities,Agroalimentación | Construcción,False,,0.0,21.0,25.0,Tech Meeting | Gemelos digitales como motor de transformación tecnológica. Tech Meeting. AR/VR. Salud y bienestar | Seguridad alimentaria | Smart cities. Agroalimentación | Construcción. online
